,X,Y,tdx12_Pantanal,tdx30_Pantanal,srtm30_Pantanal,srtm30_wgs84_Pantanal,aster30_Pantanal,aster30_wgs84_Pantanal,aw3d30_Pantanal,aw3d30_wgs84_Pantanal
4633,136.60811556,-56.22908245,-18.05718053,-18.05710674,-18.05710674,-18.05710674,-18.05710674,-18.05710674,-18.05722973,-18.05722973
4634,126.15601783,-56.6414309,-18.06781704,-18.06774502,-18.06774502,-18.06774502,-18.06774502,-18.06774502,-18.06786506,-18.06786506
4635,125.82021032,-56.53453827,-18.09326447,-18.09319669,-18.09319669,-18.09319669,-18.09319669,-18.09319669,-18.09330966,-18.09330966
4636,144.56059032,-56.24101577,-18.01086442,-18.01078291,-18.01078291,-18.01078291,-18.01078291,-18.01078291,-18.01091876,-18.01091876
4637,141.89356435,-56.02466588,-18.6412536,-18.64127714,-18.64127714,-18.64127714,-18.64127714,-18.64127714,-18.6412379,-18.6412379
4638,145.01313649,-56.03727774,-18.13045627,-18.13039468,-18.13039468,-18.13039468,-18.13039468,-18.13039468,-18.13049732,-18.13049732
4639,119.87554328,-56.96129536,-18.38292467,-18.38290516,-18.38290516,-18.38290516,-18.38290516,-18.38290516,-18.38293767,-18.38293767
4640,121.10566273,-56.74274823,-18.36752084,-18.36749876,-18.36749876,-18.36749876,-18.36749876,-18.36749876,-18.36753556,-18.36753556
4641,112.00070197,-56.79393074,-18.76146619,-18.76150977,-18.76150977,-18.76150977,-18.76150977,-18.76150977,-18.76143715,-18.76143715
4642,126.78521097,-56.18209035,-18.79284392,-18.79289272,-18.79289272,-18.79289272,-18.79289272,-18.79289272,-18.79281138,-18.79281138
4643,137.78477693,-56.13155982,-18.34324841,-18.34322229,-18.34322229,-18.34322229,-18.34322229,-18.34322229,-18.34326582,-18.34326582
4644,107.30246779,-56.77249797,-18.98717443,-18.98725562,-18.98725562,-18.98725562,-18.98725562,-18.98725562,-18.98712031,-18.98712031
4645,117.36228884,-56.90609847,-18.21037848,-18.21033022,-18.21033022,-18.21033022,-18.21033022,-18.21033022,-18.21041066,-18.21041066
4646,117.92300241,-56.71899353,-18.31577294,-18.31574224,-18.31574224,-18.31574224,-18.31574224,-18.31574224,-18.31579341,-18.31579341
4647,124.64266697,-56.60794412,-18.37528556,-18.37526477,-18.37526477,-18.37526477,-18.37526477,-18.37526477,-18.37529941,-18.37529941
4648,132.11933802,-56.40025147,-18.50389357,-18.50389422,-18.50389422,-18.50389422,-18.50389422,-18.50389422,-18.50389314,-18.50389314
4649,135.12485235,-56.73226641,-18.39664194,-18.39662471,-18.39662471,-18.39662471,-18.39662471,-18.39662471,-18.39665342,-18.39665342
4650,127.72493021,-56.53065585,-18.05306171,-18.05298723,-18.05298723,-18.05298723,-18.05298723,-18.05298723,-18.05311136,-18.05311136
4651,127.89796648,-56.46916135,-18.25304866,-18.25300751,-18.25300751,-18.25300751,-18.25300751,-18.25300751,-18.2530761,-18.2530761
4652,122.64041515,-56.80389516,-18.02340634,-18.02332692,-18.02332692,-18.02332692,-18.02332692,-18.02332692,-18.02345929,-18.02345929
4653,122.47644197,-56.56082494,-18.37803079,-18.37801047,-18.37801047,-18.37801047,-18.37801047,-18.37801047,-18.37804434,-18.37804434
4654,113.72431287,-56.96756711,-18.2915858,-18.29155107,-18.29155107,-18.29155107,-18.29155107,-18.29155107,-18.29160896,-18.29160896
4655,121.59829214,-56.52055679,-18.52007919,-18.52008254,-18.52008254,-18.52008254,-18.52008254,-18.52008254,-18.52007696,-18.52007696
4656,117.54188418,-56.8122701,-18.47126836,-18.47126357,-18.47126357,-18.47126357,-18.47126357,-18.47126357,-18.47127155,-18.47127155
4657,142.11394826,-56.05629105,-18.14457142,-18.14451219,-18.14451219,-18.14451219,-18.14451219,-18.14451219,-18.1446109,-18.1446109
4658,124.65823998,-56.43077084,-18.7394345,-18.7394744,-18.7394744,-18.7394744,-18.7394744,-18.7394744,-18.7394079,-18.7394079
4659,114.8173066,-56.72236241,-18.79781975,-18.79786938,-18.79786938,-18.79786938,-18.79786938,-18.79786938,-18.79778666,-18.79778666
4660,118.21783093,-56.53958138,-18.82910561,-18.82916045,-18.82916045,-18.82916045,-18.82916045,-18.82916045,-18.82906904,-18.82906904
4661,120.05914243,-56.60512188,-18.60338908,-18.60340631,-18.60340631,-18.60340631,-18.60340631,-18.60340631,-18.6033776,-18.6033776
4662,143.63368245,-56.11983128,-18.2870136,-18.2869781,-18.2869781,-18.2869781,-18.2869781,-18.2869781,-18.28703726,-18.28703726
4663,114.29370397,-56.59430217,-18.75730131,-18.75734419,-18.75734419,-18.75734419,-18.75734419,-18.75734419,-18.75727272,-18.75727272
4664,116.47246859,-56.54264077,-18.97565103,-18.9757303,-18.9757303,-18.9757303,-18.9757303,-18.9757303,-18.97559819,-18.97559819
4665,144.03945538,-56.09309521,-18.56634463,-18.56635568,-18.56635568,-18.56635568,-18.56635568,-18.56635568,-18.56633726,-18.56633726
4666,141.00902215,-56.17715173,-18.36776562,-18.36774359,-18.36774359,-18.36774359,-18.36774359,-18.36774359,-18.36778031,-18.36778031
4667,112.99363026,-56.79957635,-18.7466361,-18.7466772,-18.7466772,-18.7466772,-18.7466772,-18.7466772,-18.7466087,-18.7466087
4668,134.97734952,-56.12286923,-18.46595633,-18.46595066,-18.46595066,-18.46595066,-18.46595066,-18.46595066,-18.46596011,-18.46596011
4669,131.00657029,-56.58710095,-18.09104265,-18.0909745,-18.0909745,-18.0909745,-18.0909745,-18.0909745,-18.09108809,-18.09108809
4670,142.86800801,-56.19693245,-18.25307177,-18.25303062,-18.25303062,-18.25303062,-18.25303062,-18.25303062,-18.2530992,-18.2530992
4671,130.94373787,-56.34001708,-18.53213,-18.53213536,-18.53213536,-18.53213536,-18.53213536,-18.53213536,-18.53212643,-18.53212643
4672,123.70929093,-56.74260101,-18.16463701,-18.16458112,-18.16458112,-18.16458112,-18.16458112,-18.16458112,-18.16467426,-18.16467426
4673,116.47697125,-56.70690461,-18.63475914,-18.6347816,-18.6347816,-18.6347816,-18.6347816,-18.6347816,-18.63474417,-18.63474417
4674,141.9493788,-56.0790689,-18.0146617,-18.01458082,-18.01458082,-18.01458082,-18.01458082,-18.01458082,-18.01471562,-18.01471562
4675,138.92685388,-56.20674741,-18.26368936,-18.26364998,-18.26364998,-18.26364998,-18.26364998,-18.26364998,-18.26371561,-18.26371561
4676,128.09634369,-56.32395547,-18.65097905,-18.65100421,-18.65100421,-18.65100421,-18.65100421,-18.65100421,-18.65096228,-18.65096228
4677,122.72784216,-56.37372388,-18.90832822,-18.90839626,-18.90839626,-18.90839626,-18.90839626,-18.90839626,-18.90828285,-18.90828285
4678,132.15385931,-56.43752746,-18.44695818,-18.44694934,-18.44694934,-18.44694934,-18.44694934,-18.44694934,-18.44696407,-18.44696407
4679,120.08915486,-56.49828283,-18.84322521,-18.8432824,-18.8432824,-18.8432824,-18.8432824,-18.8432824,-18.84318707,-18.84318707
4680,119.31170439,-56.85169949,-18.27890008,-18.27886323,-18.27886323,-18.27886323,-18.27886323,-18.27886323,-18.27892464,-18.27892464
4681,137.91717729,-56.11327684,-18.45408831,-18.45408066,-18.45408066,-18.45408066,-18.45408066,-18.45408066,-18.45409341,-18.45409341
4682,132.53103245,-56.39595451,-18.20475899,-18.20470979,-18.20470979,-18.20470979,-18.20470979,-18.20470979,-18.2047918,-18.2047918
4683,126.19122594,-56.93385035,-18.60520802,-18.60522555,-18.60522555,-18.60522555,-18.60522555,-18.60522555,-18.60519633,-18.60519633
4684,113.30114942,-56.97180596,-18.06636836,-18.0662961,-18.0662961,-18.0662961,-18.0662961,-18.0662961,-18.06641654,-18.06641654
4685,138.65217067,-56.219169,-18.09827307,-18.09820612,-18.09820612,-18.09820612,-18.09820612,-18.09820612,-18.0983177,-18.0983177
4686,138.11049857,-56.28160788,-18.21074787,-18.21069966,-18.21069966,-18.21069966,-18.21069966,-18.21069966,-18.21078,-18.21078
4687,137.83890001,-56.01880563,-18.62314207,-18.62316259,-18.62316259,-18.62316259,-18.62316259,-18.62316259,-18.62312839,-18.62312839
4688,130.94006888,-56.53689318,-18.14882552,-18.148767,-18.148767,-18.148767,-18.148767,-18.148767,-18.14886454,-18.14886454
4689,131.27190757,-56.19281071,-18.47642652,-18.47642259,-18.47642259,-18.47642259,-18.47642259,-18.47642259,-18.47642914,-18.47642914
4690,125.57825406,-56.8576557,-18.40844214,-18.40842688,-18.40842688,-18.40842688,-18.40842688,-18.40842688,-18.40845231,-18.40845231
4691,127.39249915,-56.4483172,-18.55404699,-18.55405599,-18.55405599,-18.55405599,-18.55405599,-18.55405599,-18.55404098,-18.55404098
4692,123.85210271,-56.52985193,-18.64047859,-18.640502,-18.640502,-18.640502,-18.640502,-18.640502,-18.64046299,-18.64046299
4693,112.00986654,-56.86010015,-18.11076883,-18.11070397,-18.11070397,-18.11070397,-18.11070397,-18.11070397,-18.11081208,-18.11081208
4694,127.76701149,-56.69334872,-18.28166816,-18.28163178,-18.28163178,-18.28163178,-18.28163178,-18.28163178,-18.28169242,-18.28169242
4695,125.25492527,-56.42374737,-18.52924614,-18.52925102,-18.52925102,-18.52925102,-18.52925102,-18.52925102,-18.52924289,-18.52924289
4696,111.12305719,-56.8385508,-18.74576186,-18.74580282,-18.74580282,-18.74580282,-18.74580282,-18.74580282,-18.74573456,-18.74573456
4697,135.97292799,-56.11134459,-18.48893172,-18.48892988,-18.48892988,-18.48892988,-18.48892988,-18.48892988,-18.48893295,-18.48893295
4698,115.60098721,-56.67579662,-18.76724162,-18.76728616,-18.76728616,-18.76728616,-18.76728616,-18.76728616,-18.76721193,-18.76721193
4699,115.64305131,-56.58405653,-18.98801905,-18.98810038,-18.98810038,-18.98810038,-18.98810038,-18.98810038,-18.98796483,-18.98796483
4700,125.15272366,-56.65775198,-18.0379927,-18.03791571,-18.03791571,-18.03791571,-18.03791571,-18.03791571,-18.03804403,-18.03804403
4701,139.93811821,-56.05467724,-18.59672884,-18.59674496,-18.59674496,-18.59674496,-18.59674496,-18.59674496,-18.59671809,-18.59671809
4702,123.93625349,-56.61469932,-18.0076601,-18.00757805,-18.00757805,-18.00757805,-18.00757805,-18.00757805,-18.00771479,-18.00771479
4703,141.12630811,-56.07462927,-18.11406094,-18.11399663,-18.11399663,-18.11399663,-18.11399663,-18.11399663,-18.11410382,-18.11410382
4704,132.61729553,-56.16883987,-18.72517886,-18.72521638,-18.72521638,-18.72521638,-18.72521638,-18.72521638,-18.72515384,-18.72515384
4705,127.45131798,-56.54678411,-18.39126299,-18.39124487,-18.39124487,-18.39124487,-18.39124487,-18.39124487,-18.39127507,-18.39127507
4706,134.45702115,-56.21540831,-18.52984818,-18.52985315,-18.52985315,-18.52985315,-18.52985315,-18.52985315,-18.52984486,-18.52984486
4707,117.54090967,-56.66258285,-18.7590848,-18.75912797,-18.75912797,-18.75912797,-18.75912797,-18.75912797,-18.75905601,-18.75905601
4708,120.49902438,-56.76260747,-18.54027014,-18.54027685,-18.54027685,-18.54027685,-18.54027685,-18.54027685,-18.54026566,-18.54026566
4709,140.43365051,-56.14718731,-18.12800315,-18.12794116,-18.12794116,-18.12794116,-18.12794116,-18.12794116,-18.12804448,-18.12804448
4710,136.99990327,-56.21350406,-18.2884285,-18.28839324,-18.28839324,-18.28839324,-18.28839324,-18.28839324,-18.288452,-18.288452
4711,123.71924028,-56.70715803,-18.77171942,-18.7717647,-18.7717647,-18.7717647,-18.7717647,-18.7717647,-18.77168923,-18.77168923
4712,112.74345373,-56.70348256,-18.79332223,-18.79337111,-18.79337111,-18.79337111,-18.79337111,-18.79337111,-18.79328964,-18.79328964
4713,112.46420075,-56.9096137,-18.80843657,-18.80848797,-18.80848797,-18.80848797,-18.80848797,-18.80848797,-18.8084023,-18.8084023
4714,134.36791905,-56.22743063,-18.4555622,-18.45555479,-18.45555479,-18.45555479,-18.45555479,-18.45555479,-18.45556714,-18.45556714
4715,113.42986002,-56.57437489,-18.87970461,-18.87976789,-18.87976789,-18.87976789,-18.87976789,-18.87976789,-18.87966243,-18.87966243
4716,130.38769074,-56.4229015,-18.08248676,-18.08241718,-18.08241718,-18.08241718,-18.08241718,-18.08241718,-18.08253315,-18.08253315
4717,123.83353353,-56.49896384,-18.69385007,-18.69388237,-18.69388237,-18.69388237,-18.69388237,-18.69388237,-18.69382853,-18.69382853
4718,121.9480925,-56.43076121,-18.91030795,-18.91037633,-18.91037633,-18.91037633,-18.91037633,-18.91037633,-18.91026237,-18.91026237
4719,119.05984729,-56.78680032,-18.81035163,-18.81040335,-18.81040335,-18.81040335,-18.81040335,-18.81040335,-18.81031715,-18.81031715
4720,113.11162819,-56.82212304,-18.77097024,-18.7710154,-18.7710154,-18.7710154,-18.7710154,-18.7710154,-18.77094014,-18.77094014
4721,114.63247088,-56.62481042,-18.89186427,-18.89192957,-18.89192957,-18.89192957,-18.89192957,-18.89192957,-18.89182073,-18.89182073
4722,119.61927362,-56.74288589,-18.11889391,-18.1188304,-18.1188304,-18.1188304,-18.1188304,-18.1188304,-18.11893625,-18.11893625
4723,113.12678423,-56.78393325,-18.85565226,-18.85571153,-18.85571153,-18.85571153,-18.85571153,-18.85571153,-18.85561275,-18.85561275
4724,135.16048413,-56.16706453,-18.47089754,-18.47089269,-18.47089269,-18.47089269,-18.47089269,-18.47089269,-18.47090078,-18.47090078
4725,108.83088837,-56.97880097,-18.89723538,-18.89730158,-18.89730158,-18.89730158,-18.89730158,-18.89730158,-18.89719125,-18.89719125
4726,140.55538167,-56.14119829,-18.20224753,-18.20219791,-18.20219791,-18.20219791,-18.20219791,-18.20219791,-18.20228061,-18.20228061
4727,122.43362568,-56.77015804,-18.4910443,-18.4910428,-18.4910428,-18.4910428,-18.4910428,-18.4910428,-18.49104529,-18.49104529
4728,123.67249456,-56.58555732,-18.43306809,-18.43305693,-18.43305693,-18.43305693,-18.43305693,-18.43305693,-18.43307552,-18.43307552
4729,120.1398295,-56.81729271,-18.25127049,-18.25122904,-18.25122904,-18.25122904,-18.25122904,-18.25122904,-18.25129813,-18.25129813
4730,126.35442119,-56.39846893,-18.6361669,-18.63618959,-18.63618959,-18.63618959,-18.63618959,-18.63618959,-18.63615177,-18.63615177
4731,142.40895657,-56.30110947,-18.88583902,-18.88590332,-18.88590332,-18.88590332,-18.88590332,-18.88590332,-18.88579615,-18.88579615
4732,125.49820016,-56.40595252,-18.7013712,-18.70140475,-18.70140475,-18.70140475,-18.70140475,-18.70140475,-18.70134882,-18.70134882
4733,139.39254536,-56.1523585,-18.6328178,-18.63283994,-18.63283994,-18.63283994,-18.63283994,-18.63283994,-18.63280305,-18.63280305
4734,135.80731398,-56.01966272,-18.60282115,-18.60283828,-18.60283828,-18.60283828,-18.60283828,-18.60283828,-18.60280973,-18.60280973
4735,125.14727549,-56.23317343,-18.88878682,-18.88885161,-18.88885161,-18.88885161,-18.88885161,-18.88885161,-18.88874363,-18.88874363
4736,119.62869748,-56.78983401,-18.55978769,-18.55979765,-18.55979765,-18.55979765,-18.55979765,-18.55979765,-18.55978104,-18.55978104
4737,115.47800635,-56.61120064,-18.82906486,-18.82911969,-18.82911969,-18.82911969,-18.82911969,-18.82911969,-18.8290283,-18.8290283
4738,134.5101105,-56.10099391,-18.82368773,-18.82374167,-18.82374167,-18.82374167,-18.82374167,-18.82374167,-18.82365177,-18.82365177
4739,119.89660835,-56.58413007,-18.55631141,-18.5563208,-18.5563208,-18.5563208,-18.5563208,-18.5563208,-18.55630516,-18.55630516
4740,124.5878998,-56.35465633,-18.8682652,-18.86832657,-18.86832657,-18.86832657,-18.86832657,-18.86832657,-18.86822428,-18.86822428
4741,126.2123905,-56.35009276,-18.65984738,-18.65987401,-18.65987401,-18.65987401,-18.65987401,-18.65987401,-18.65982962,-18.65982962
4742,109.58080834,-56.95289693,-18.79495847,-18.79500762,-18.79500762,-18.79500762,-18.79500762,-18.79500762,-18.7949257,-18.7949257
4743,137.54174753,-56.04691977,-18.98290639,-18.98298687,-18.98298687,-18.98298687,-18.98298687,-18.98298687,-18.98285274,-18.98285274
4744,117.24827837,-56.90774225,-18.14915506,-18.14909659,-18.14909659,-18.14909659,-18.14909659,-18.14909659,-18.14919404,-18.14919404
4745,114.58591577,-56.71521839,-18.67968684,-18.67971679,-18.67971679,-18.67971679,-18.67971679,-18.67971679,-18.67966688,-18.67966688
4746,129.0653719,-56.54458336,-18.19732714,-18.1972767,-18.1972767,-18.1972767,-18.1972767,-18.1972767,-18.19736076,-18.19736076
4747,134.14690901,-56.10634075,-18.59778649,-18.59780279,-18.59780279,-18.59780279,-18.59780279,-18.59780279,-18.59777563,-18.59777563
4748,131.35618665,-56.5339439,-18.3658405,-18.36581814,-18.36581814,-18.36581814,-18.36581814,-18.36581814,-18.3658554,-18.3658554
4749,120.92157656,-56.42703704,-18.90246441,-18.90253148,-18.90253148,-18.90253148,-18.90253148,-18.90253148,-18.9024197,-18.9024197
4750,122.76102999,-56.55208727,-18.54573026,-18.54573788,-18.54573788,-18.54573788,-18.54573788,-18.54573788,-18.54572518,-18.54572518
4751,130.84017869,-56.34520967,-18.4658918,-18.46588612,-18.46588612,-18.46588612,-18.46588612,-18.46588612,-18.46589559,-18.46589559
4752,134.25181579,-56.2174612,-18.41391585,-18.41390151,-18.41390151,-18.41390151,-18.41390151,-18.41390151,-18.41392542,-18.41392542
4753,142.80206554,-56.02181366,-18.05221533,-18.05214071,-18.05214071,-18.05214071,-18.05214071,-18.05214071,-18.05226508,-18.05226508
4754,133.26764049,-56.16968011,-18.52465854,-18.52466265,-18.52466265,-18.52466265,-18.52466265,-18.52466265,-18.5246558,-18.5246558
4755,115.50922918,-56.92904739,-18.24620941,-18.24616712,-18.24616712,-18.24616712,-18.24616712,-18.24616712,-18.24623761,-18.24623761
4756,110.73229947,-56.9152695,-18.9614247,-18.9615016,-18.9615016,-18.9615016,-18.9615016,-18.9615016,-18.96137344,-18.96137344
4757,119.41413829,-56.75529486,-18.50803965,-18.50804099,-18.50804099,-18.50804099,-18.50804099,-18.50804099,-18.50803875,-18.50803875
4758,148.14634303,-56.00614636,-18.2654557,-18.26541661,-18.26541661,-18.26541661,-18.26541661,-18.26541661,-18.26548176,-18.26548176
4759,114.76641496,-56.93547973,-18.37010058,-18.37007893,-18.37007893,-18.37007893,-18.37007893,-18.37007893,-18.37011501,-18.37011501
4760,123.98224045,-56.62615287,-18.00955004,-18.00946831,-18.00946831,-18.00946831,-18.00946831,-18.00946831,-18.00960453,-18.00960453
4761,115.52173719,-56.59768294,-18.88403794,-18.88410194,-18.88410194,-18.88410194,-18.88410194,-18.88410194,-18.88399527,-18.88399527
4762,110.81841977,-56.69690847,-18.85111733,-18.85117585,-18.85117585,-18.85117585,-18.85117585,-18.85117585,-18.85107833,-18.85107833
4763,131.29090325,-56.07693219,-18.75074828,-18.75079007,-18.75079007,-18.75079007,-18.75079007,-18.75079007,-18.75072042,-18.75072042
4764,111.70820751,-56.96566721,-18.84708712,-18.84714496,-18.84714496,-18.84714496,-18.84714496,-18.84714496,-18.84704856,-18.84704856
4765,114.90635344,-56.81139806,-18.67346394,-18.67349285,-18.67349285,-18.67349285,-18.67349285,-18.67349285,-18.67344467,-18.67344467
4766,132.38470872,-56.16900915,-18.59107297,-18.59108815,-18.59108815,-18.59108815,-18.59108815,-18.59108815,-18.59106285,-18.59106285
4767,135.21325461,-56.05538702,-18.75619236,-18.75623505,-18.75623505,-18.75623505,-18.75623505,-18.75623505,-18.75616389,-18.75616389
4768,133.7672761,-56.12303829,-18.92763226,-18.92770353,-18.92770353,-18.92770353,-18.92770353,-18.92770353,-18.92758476,-18.92758476
4769,117.71213676,-56.68585537,-18.81071384,-18.81076562,-18.81076562,-18.81076562,-18.81076562,-18.81076562,-18.81067932,-18.81067932
4770,130.14780181,-56.38150591,-18.03997921,-18.03990254,-18.03990254,-18.03990254,-18.03990254,-18.03990254,-18.04003031,-18.04003031
4771,116.7807826,-56.81037472,-18.60504682,-18.60506433,-18.60506433,-18.60506433,-18.60506433,-18.60506433,-18.60503515,-18.60503515
4772,109.22780201,-56.75997854,-18.96702206,-18.96709989,-18.96709989,-18.96709989,-18.96709989,-18.96709989,-18.96697018,-18.96697018
4773,122.01448054,-56.6357209,-18.00878921,-18.00870735,-18.00870735,-18.00870735,-18.00870735,-18.00870735,-18.00884378,-18.00884378
4774,127.95065297,-56.39629276,-18.99234951,-18.99243156,-18.99243156,-18.99243156,-18.99243156,-18.99243156,-18.99229481,-18.99229481
4775,112.91144538,-56.97227902,-18.38256681,-18.38254724,-18.38254724,-18.38254724,-18.38254724,-18.38254724,-18.38257986,-18.38257986
4776,127.49582853,-56.44200434,-18.62350931,-18.6235299,-18.6235299,-18.6235299,-18.6235299,-18.6235299,-18.62349559,-18.62349559
4777,144.44472392,-56.17682225,-18.07545074,-18.07537999,-18.07537999,-18.07537999,-18.07537999,-18.07537999,-18.07549791,-18.07549791
4778,114.58938473,-56.61549206,-18.88619702,-18.88626138,-18.88626138,-18.88626138,-18.88626138,-18.88626138,-18.88615411,-18.88615411
4779,143.01797998,-56.03060937,-18.14654796,-18.14648905,-18.14648905,-18.14648905,-18.14648905,-18.14648905,-18.14658722,-18.14658722
4780,110.52981692,-56.95774703,-18.75570387,-18.75574648,-18.75574648,-18.75574648,-18.75574648,-18.75574648,-18.75567546,-18.75567546
4781,120.75351629,-56.44993035,-18.75278584,-18.75282797,-18.75282797,-18.75282797,-18.75282797,-18.75282797,-18.75275776,-18.75275776
4782,139.48897942,-56.2374909,-18.50055003,-18.50055012,-18.50055012,-18.50055012,-18.50055012,-18.50055012,-18.50054997,-18.50054997
4783,114.72502917,-56.86117565,-18.48082853,-18.48082534,-18.48082534,-18.48082534,-18.48082534,-18.48082534,-18.48083066,-18.48083066
4784,131.55056167,-56.37804698,-18.24919768,-18.24915588,-18.24915588,-18.24915588,-18.24915588,-18.24915588,-18.24922554,-18.24922554
4785,128.82073573,-56.43672317,-18.2748512,-18.27481368,-18.27481368,-18.27481368,-18.27481368,-18.27481368,-18.27487621,-18.27487621
4786,120.83990208,-56.45493709,-18.7918389,-18.79188753,-18.79188753,-18.79188753,-18.79188753,-18.79188753,-18.79180648,-18.79180648
4787,133.26894914,-56.03900206,-18.2617252,-18.26168549,-18.26168549,-18.26168549,-18.26168549,-18.26168549,-18.26175167,-18.26175167
4788,107.26471235,-56.79074538,-18.92540056,-18.92547145,-18.92547145,-18.92547145,-18.92547145,-18.92547145,-18.9253533,-18.9253533
4789,119.5753664,-56.82099199,-18.47337116,-18.47336672,-18.47336672,-18.47336672,-18.47336672,-18.47336672,-18.47337412,-18.47337412
4790,125.380664,-56.64944386,-18.16562811,-18.16557239,-18.16557239,-18.16557239,-18.16557239,-18.16557239,-18.16566526,-18.16566526
4791,122.12815738,-56.67912821,-18.49802125,-18.49802092,-18.49802092,-18.49802092,-18.49802092,-18.49802092,-18.49802147,-18.49802147
4792,135.31187491,-56.28486393,-18.30804703,-18.30801505,-18.30801505,-18.30801505,-18.30801505,-18.30801505,-18.30806836,-18.30806836
4793,126.52672241,-56.40503385,-18.71943273,-18.71946929,-18.71946929,-18.71946929,-18.71946929,-18.71946929,-18.71940835,-18.71940835
4794,140.39079357,-56.06863686,-18.83103479,-18.83108996,-18.83108996,-18.83108996,-18.83108996,-18.83108996,-18.83099801,-18.83099801
4795,126.36147316,-56.70083077,-18.06522478,-18.06515233,-18.06515233,-18.06515233,-18.06515233,-18.06515233,-18.06527308,-18.06527308
4796,138.85295637,-56.2744834,-18.0934791,-18.09341135,-18.09341135,-18.09341135,-18.09341135,-18.09341135,-18.09352426,-18.09352426
4797,108.9194089,-56.95653968,-18.99670035,-18.99678313,-18.99678313,-18.99678313,-18.99678313,-18.99678313,-18.99664517,-18.99664517
4798,109.4333504,-56.92514522,-18.76041695,-18.76046035,-18.76046035,-18.76046035,-18.76046035,-18.76046035,-18.76038802,-18.76038802
4799,125.79996497,-56.37979695,-18.93795842,-18.93803141,-18.93803141,-18.93803141,-18.93803141,-18.93803141,-18.93790977,-18.93790977
4800,120.0819836,-56.58266779,-18.66118177,-18.66120863,-18.66120863,-18.66120863,-18.66120863,-18.66120863,-18.66116386,-18.66116386
4801,125.09095936,-56.49236471,-18.3077792,-18.30774717,-18.30774717,-18.30774717,-18.30774717,-18.30774717,-18.30780056,-18.30780056
4802,108.65691086,-56.99219746,-18.76641006,-18.76645445,-18.76645445,-18.76645445,-18.76645445,-18.76645445,-18.76638046,-18.76638046
4803,118.48315768,-56.73680598,-18.58034119,-18.58035458,-18.58035458,-18.58035458,-18.58035458,-18.58035458,-18.58033227,-18.58033227
4804,110.63546504,-56.6431782,-18.85466011,-18.85471921,-18.85471921,-18.85471921,-18.85471921,-18.85471921,-18.8546207,-18.8546207
4805,143.00041276,-56.00645656,-18.18710772,-18.18705558,-18.18705558,-18.18705558,-18.18705558,-18.18705558,-18.18714249,-18.18714249
4806,143.78999827,-56.02901703,-18.57088816,-18.57089997,-18.57089997,-18.57089997,-18.57089997,-18.57089997,-18.57088028,-18.57088028
4807,119.97669967,-56.78181523,-18.23064836,-18.23060347,-18.23060347,-18.23060347,-18.23060347,-18.23060347,-18.23067828,-18.23067828
4808,119.08643082,-56.62579864,-18.57802142,-18.57803443,-18.57803443,-18.57803443,-18.57803443,-18.57803443,-18.57801276,-18.57801276
4809,147.10648742,-56.02089356,-18.21314794,-18.21310014,-18.21310014,-18.21310014,-18.21310014,-18.21310014,-18.21317981,-18.21317981
4810,129.70442612,-56.42797717,-18.2322951,-18.23225048,-18.23225048,-18.23225048,-18.23225048,-18.23225048,-18.23232484,-18.23232484
4811,126.2922342,-56.38216871,-18.63636614,-18.63638886,-18.63638886,-18.63638886,-18.63638886,-18.63638886,-18.63635099,-18.63635099
4812,126.27878913,-56.51255032,-18.36664961,-18.36662739,-18.36662739,-18.36662739,-18.36662739,-18.36662739,-18.36666442,-18.36666442
4813,113.61958159,-56.62930384,-18.87470785,-18.87477029,-18.87477029,-18.87477029,-18.87477029,-18.87477029,-18.87466622,-18.87466622
4814,120.06999938,-56.49560523,-18.83743674,-18.83749297,-18.83749297,-18.83749297,-18.83749297,-18.83749297,-18.83739925,-18.83739925
4815,108.96209403,-56.71798504,-18.89301478,-18.89308027,-18.89308027,-18.89308027,-18.89308027,-18.89308027,-18.89297112,-18.89297112
4816,144.52578031,-56.0189727,-18.44473739,-18.44472818,-18.44472818,-18.44472818,-18.44472818,-18.44472818,-18.44474353,-18.44474353
4817,122.14372215,-56.75561947,-18.36371699,-18.36369428,-18.36369428,-18.36369428,-18.36369428,-18.36369428,-18.36373213,-18.36373213
4818,112.67669353,-56.65652925,-18.8508838,-18.85094227,-18.85094227,-18.85094227,-18.85094227,-18.85094227,-18.85084481,-18.85084481
4819,139.46451695,-56.01355521,-18.42327758,-18.4232648,-18.4232648,-18.4232648,-18.4232648,-18.4232648,-18.42328611,-18.42328611
4820,122.75033559,-56.49844299,-18.64827944,-18.64830415,-18.64830415,-18.64830415,-18.64830415,-18.64830415,-18.64826297,-18.64826297
4821,120.01111955,-56.5597728,-18.66786934,-18.66789731,-18.66789731,-18.66789731,-18.66789731,-18.66789731,-18.66785069,-18.66785069
4822,124.49883481,-56.4832176,-18.54111166,-18.54111851,-18.54111851,-18.54111851,-18.54111851,-18.54111851,-18.54110709,-18.54110709
4823,127.60868332,-56.7495751,-18.10195862,-18.10189229,-18.10189229,-18.10189229,-18.10189229,-18.10189229,-18.10200284,-18.10200284
4824,123.7924727,-56.42901145,-18.82099346,-18.82104695,-18.82104695,-18.82104695,-18.82104695,-18.82104695,-18.82095779,-18.82095779
4825,121.68689427,-56.47403927,-18.66351999,-18.66354724,-18.66354724,-18.66354724,-18.66354724,-18.66354724,-18.66350182,-18.66350182
